x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,index,label
40,1,154374,14,0,12,5,1,1,7688,0,40,28522,1.0
77,1,235775,9,0,6,5,1,1,0,0,25,22470,-1.0
20,1,32732,10,4,6,3,1,1,0,0,45,18350,-1.0
44,1,291568,9,0,10,5,0,1,0,0,40,14698,-1.0
58,1,225394,9,0,7,5,1,1,0,1902,40,1580,-1.0
45,3,151584,15,0,12,5,1,1,0,0,35,31489,1.0
39,1,160728,9,2,11,4,1,1,2977,0,40,12704,-1.0
47,1,60267,13,0,3,5,1,1,0,0,38,30053,1.0
42,1,341204,9,2,7,1,1,0,0,0,40,1905,-1.0
36,1,188972,10,4,12,3,1,0,0,0,40,25248,-1.0
46,1,169953,10,2,3,3,1,0,0,0,40,16118,-1.0
39,5,163278,10,4,8,3,1,0,2202,0,44,19463,-1.0
27,1,195562,9,4,7,2,3,1,0,0,20,14589,-1.0
37,1,118681,9,4,11,3,1,1,0,0,38,26246,-1.0
28,1,233796,10,0,8,0,1,0,7298,0,32,17945,1.0
23,1,152140,9,4,4,3,1,0,0,0,40,30817,-1.0
20,1,219262,5,4,0,3,1,1,0,0,50,1016,-1.0
60,8,224377,9,0,4,5,1,1,0,0,40,24136,-1.0
49,5,52590,9,3,1,3,3,1,0,0,40,11167,-1.0
59,1,155976,9,3,8,3,1,0,0,0,40,27014,-1.0
32,1,164197,13,0,3,5,1,1,0,0,60,28627,1.0
39,1,176296,9,0,0,5,3,1,0,1887,40,14336,1.0
41,1,172307,5,0,7,5,1,1,0,0,40,31321,-1.0
23,1,224640,10,4,3,3,1,0,0,0,40,16441,-1.0
35,1,209214,9,0,8,0,1,0,4386,0,35,20130,1.0
39,1,185053,9,4,11,3,1,0,0,0,40,29115,-1.0
32,8,203408,9,0,7,5,1,1,0,0,44,11846,-1.0
27,1,298635,14,0,12,5,2,1,0,0,40,1153,1.0
36,1,226918,13,4,4,3,3,1,0,0,48,14505,-1.0
52,8,138611,9,0,4,5,1,1,7688,0,55,7544,1.0
67,4,423561,10,0,0,5,1,1,0,0,40,10894,-1.0
34,1,102130,9,0,4,5,1,1,0,0,65,12205,1.0
21,1,257781,10,4,7,2,1,1,0,1719,30,1293,-1.0
28,1,217200,9,4,11,3,1,1,0,0,50,26251,-1.0
34,1,122616,10,0,14,5,1,1,0,0,84,26349,1.0
43,1,117915,14,4,8,3,1,1,0,0,40,4924,-1.0
20,1,89991,10,4,6,2,1,0,0,0,32,566,-1.0
36,1,188540,13,4,3,3,1,1,0,0,40,21799,-1.0
24,1,374253,9,5,6,3,1,0,0,0,55,31016,-1.0
19,1,227491,9,4,4,3,2,0,0,0,40,743,-1.0
34,1,236318,9,4,11,4,1,1,0,0,40,15747,-1.0
43,1,355728,9,2,11,2,1,1,0,0,40,15698,-1.0
30,1,270577,9,5,8,4,1,0,0,0,40,2870,-1.0
35,0,84848,10,4,2,4,1,0,0,0,40,5410,-1.0
52,8,195462,9,0,10,5,1,1,0,0,98,7610,1.0
25,1,80312,11,4,8,3,1,0,4865,0,40,21061,-1.0
28,1,96337,10,4,8,3,1,0,0,0,40,24886,-1.0
63,1,109517,10,3,8,4,1,0,0,0,43,24224,-1.0
44,1,162643,9,4,8,3,1,0,0,0,43,28756,-1.0
44,3,104892,10,0,7,5,1,1,0,0,58,8299,1.0
36,1,271767,13,5,12,3,1,1,0,0,40,8797,-1.0
21,1,222490,10,4,2,2,1,0,0,0,40,8481,-1.0
47,4,30575,10,0,12,5,1,1,0,0,50,15723,-1.0
25,1,210184,7,5,7,2,1,1,0,0,40,6819,-1.0
40,3,144371,13,0,7,5,1,1,0,0,15,10281,-1.0
42,1,163003,13,6,14,2,2,0,0,0,40,20919,-1.0
33,1,309630,9,0,6,5,1,1,0,0,40,3652,-1.0
40,5,179580,9,0,8,0,1,0,0,0,40,22080,-1.0
43,1,26915,11,0,3,5,1,1,0,0,45,5274,1.0
55,1,171015,10,4,8,2,1,0,0,0,36,17840,-1.0
35,1,81280,13,0,10,5,1,1,0,0,65,13828,1.0
41,5,359259,9,0,6,5,1,1,0,0,40,23931,-1.0
35,3,202027,10,2,3,3,1,1,0,0,60,26602,-1.0
38,1,200220,9,0,7,5,1,1,0,0,40,16153,-1.0
21,1,170800,9,4,4,2,1,0,0,0,30,29996,-1.0
18,1,376647,9,4,2,2,1,1,2176,0,25,18656,-1.0
40,8,49156,10,0,12,5,1,1,0,0,20,14608,-1.0
20,1,50397,10,0,4,5,3,1,0,0,35,11193,-1.0
39,5,170382,14,0,12,0,1,0,0,0,50,482,1.0
28,1,184723,13,4,14,3,1,0,0,1980,35,10221,-1.0
36,1,20507,9,0,7,5,1,1,7688,0,50,1855,1.0
48,5,142719,14,0,12,5,1,1,0,0,40,16075,1.0
24,1,207940,9,0,6,0,1,0,0,0,30,23724,-1.0
46,0,207022,13,0,3,5,1,1,7688,0,40,14029,1.0
20,1,216563,10,4,6,2,1,0,0,0,20,3658,-1.0
29,3,138597,12,4,12,1,3,0,0,0,40,14071,-1.0
28,1,102533,10,5,2,3,3,1,0,0,40,12413,-1.0
27,5,273929,9,4,10,2,1,1,0,0,40,12911,-1.0
46,3,326048,10,0,3,5,1,1,0,0,40,15687,1.0
66,3,102663,4,0,3,5,1,1,0,0,50,10809,-1.0
40,1,566537,1,0,6,5,1,1,0,1672,40,9205,-1.0
59,0,61298,13,6,3,3,1,0,0,0,40,1788,-1.0
40,1,202872,10,2,8,4,1,0,0,0,24,19853,-1.0
62,2,223447,8,2,5,3,1,1,0,0,40,9999,-1.0
59,1,32954,11,2,12,3,1,0,0,0,36,2751,-1.0
25,1,231638,10,4,14,4,1,0,0,0,24,29401,-1.0
23,2,164574,12,4,5,2,1,1,0,0,40,24864,-1.0
20,1,157595,9,0,7,5,1,1,0,0,40,31903,-1.0
32,1,400535,9,0,7,5,1,1,3781,0,40,30629,-1.0
22,1,615367,13,4,4,3,1,0,0,0,60,11722,-1.0
35,2,144172,12,0,5,0,1,0,0,0,16,26486,-1.0
23,1,386337,9,0,2,5,3,1,0,0,40,31827,-1.0
29,1,232914,11,4,8,2,3,0,0,0,40,2943,-1.0
55,1,183580,10,0,7,5,1,1,0,0,38,13260,-1.0
50,5,36489,6,4,6,3,1,1,0,0,40,15931,-1.0
29,8,164607,11,0,10,5,1,1,0,0,50,21296,-1.0
77,3,192230,10,0,3,5,1,1,0,0,40,22522,-1.0
67,1,89346,13,0,12,5,1,1,0,0,40,28590,1.0
54,1,170562,10,0,3,5,1,1,0,0,48,28777,1.0
48,1,229846,11,2,6,3,1,0,0,0,40,3642,-1.0
17,1,168807,4,4,7,3,1,1,0,0,45,17606,-1.0
21,5,212780,8,4,2,4,3,0,0,0,20,22323,-1.0
27,1,267147,9,4,4,2,1,1,0,0,40,16194,-1.0
76,1,116202,9,3,6,4,1,0,0,0,33,1715,-1.0
47,8,236111,10,0,12,5,0,1,0,0,55,4419,1.0
77,8,138714,10,0,4,5,1,1,0,0,40,20677,-1.0
49,1,34377,8,0,7,5,1,1,0,0,40,3371,1.0
35,1,258339,15,0,12,5,1,1,0,0,55,21035,1.0
49,1,28791,10,2,6,3,1,0,0,0,40,8018,-1.0
35,1,28160,13,6,3,4,1,0,0,0,40,2689,-1.0
40,1,289748,13,4,3,3,1,0,4650,0,48,30390,-1.0
30,0,355789,9,4,8,3,3,0,0,0,50,26075,-1.0
18,1,414721,7,4,6,2,3,1,0,1602,23,31979,-1.0
18,1,374969,6,4,0,3,1,1,0,0,56,11199,-1.0
53,8,152652,10,0,10,5,1,1,0,0,50,15072,-1.0
50,8,219420,16,2,4,3,1,1,0,0,64,760,-1.0
31,3,41493,13,4,10,3,1,0,0,0,45,6947,-1.0
45,1,421412,9,0,11,5,1,1,0,0,45,15411,1.0
39,1,269323,10,0,3,5,1,1,0,0,40,10317,1.0
46,1,148254,9,2,3,3,1,0,0,0,60,9347,-1.0
18,1,294253,9,4,6,2,1,0,0,0,27,32338,-1.0
44,8,282722,15,0,12,5,1,1,99999,0,50,24189,1.0
53,1,53812,10,3,3,3,1,0,0,0,54,13581,-1.0
30,1,30226,7,2,4,2,1,1,0,0,40,2759,-1.0
35,1,187053,9,2,0,3,1,0,0,0,60,16062,1.0
62,5,136787,9,2,0,1,1,1,0,0,40,30505,-1.0
31,1,340917,9,4,7,4,1,1,14344,0,40,12098,1.0
43,5,196308,9,2,3,4,4,0,0,0,40,26396,-1.0
45,1,114459,9,0,7,5,1,1,0,0,50,20469,1.0
25,1,240676,10,2,14,2,1,0,0,0,40,28584,-1.0
30,1,231620,13,4,4,3,1,0,0,0,40,11054,-1.0
27,1,329426,13,4,3,3,1,1,0,0,45,15907,-1.0
58,1,298601,5,0,11,5,3,1,3781,0,40,16313,-1.0
41,1,197919,9,0,8,0,1,0,0,0,60,11759,-1.0
75,8,31428,9,0,10,5,1,1,3456,0,40,24710,-1.0
20,2,145917,10,4,5,3,1,0,0,0,15,10461,-1.0
90,1,311184,13,0,4,5,1,1,0,0,20,5577,-1.0
38,8,146042,13,0,12,5,2,1,3103,0,60,21656,1.0
17,1,147339,6,4,12,2,0,0,0,0,15,31702,-1.0
40,1,272960,12,0,14,5,1,1,0,0,42,27606,1.0
20,1,145917,10,4,8,2,1,0,0,0,15,26710,-1.0
27,1,159623,10,0,4,5,1,1,0,0,40,32116,-1.0
32,1,42617,10,2,12,3,1,0,0,0,30,28132,-1.0
52,1,172493,9,4,4,3,1,0,0,0,36,21205,-1.0
20,1,33551,9,4,0,2,1,1,0,0,40,819,-1.0
49,0,233059,11,0,7,5,1,1,0,0,40,23331,-1.0
42,1,86185,10,3,3,3,4,0,0,0,40,31656,-1.0
30,1,149184,13,0,3,5,1,1,0,0,45,5872,1.0
73,1,153127,10,3,9,4,1,0,0,0,10,4313,-1.0
54,1,288992,6,2,12,4,1,1,14344,0,68,7209,1.0
22,1,316509,9,4,7,3,1,1,0,0,50,8029,-1.0
48,1,155664,9,0,7,5,1,1,7688,0,70,30653,1.0
39,1,96452,14,0,3,5,1,1,0,0,55,6423,1.0
34,8,313729,13,0,4,5,1,1,0,0,60,6395,1.0
32,2,119522,13,2,5,3,1,1,0,0,50,454,-1.0
18,1,135315,5,4,4,2,0,0,0,0,32,2307,-1.0
19,1,533147,9,4,8,3,1,1,0,0,30,23761,-1.0
39,1,74163,8,2,4,3,1,0,0,0,40,9686,-1.0
48,1,118717,13,2,12,3,3,0,0,0,40,19711,-1.0
37,1,109133,12,0,4,5,1,1,0,1977,45,9968,1.0
23,1,214635,9,4,7,3,1,1,0,0,40,24643,-1.0
24,1,262570,9,4,11,3,1,1,0,0,40,10939,-1.0
35,8,42044,12,0,7,5,1,1,0,0,40,5946,-1.0
22,1,112137,10,4,12,1,2,0,0,0,20,27419,-1.0
50,1,182907,9,4,2,2,1,1,0,0,25,16037,-1.0
19,2,185619,10,4,5,2,1,0,0,0,20,24096,-1.0
29,1,150861,10,4,8,3,1,0,0,0,40,19065,-1.0
36,1,185744,10,0,3,0,1,0,0,0,35,2523,1.0
18,2,28357,10,4,5,2,1,0,0,0,20,1620,-1.0
38,1,179262,10,2,8,4,1,0,0,0,30,26559,-1.0
39,1,111275,9,0,7,5,1,1,0,0,40,10941,-1.0
35,2,333305,10,0,5,2,1,0,0,0,40,20747,-1.0
31,1,344200,9,0,3,5,1,1,0,0,40,10928,1.0
43,2,174662,10,2,5,3,1,0,0,0,40,5972,-1.0
35,8,278632,9,0,7,5,1,1,0,0,40,6867,-1.0
37,1,198216,12,2,14,3,1,0,0,0,40,27037,-1.0
26,1,181655,11,0,8,5,1,1,0,2377,45,28966,-1.0
28,5,84657,13,2,12,3,1,0,0,0,40,14721,-1.0
23,1,175183,10,4,8,3,1,0,0,0,40,20788,-1.0
48,8,209146,9,0,0,5,1,1,0,0,60,25591,-1.0
20,3,182200,9,4,11,2,1,0,0,0,30,25273,-1.0
23,1,38151,7,4,6,1,1,1,0,0,40,3049,-1.0
28,1,314649,10,0,4,5,4,1,0,0,60,10784,-1.0
48,5,40666,9,0,6,5,1,1,0,0,40,4474,-1.0
80,8,34340,4,3,10,3,1,1,0,0,35,18583,-1.0
20,1,315877,9,4,6,4,1,1,0,2001,40,29490,-1.0
47,1,148995,9,0,7,5,1,1,0,0,40,3253,1.0
57,1,103403,3,0,0,5,1,1,0,0,40,14330,-1.0
45,8,123681,13,0,12,5,1,1,0,0,30,22829,-1.0
43,0,32016,14,0,12,5,1,1,0,0,40,4544,1.0
32,1,385959,9,4,7,2,1,1,0,0,50,3093,-1.0
38,1,34996,10,5,6,4,1,0,0,0,40,32037,-1.0
40,1,233320,4,5,6,3,1,0,0,0,25,21448,-1.0
27,1,135520,9,0,11,0,1,0,0,0,40,18142,-1.0
22,1,264874,10,4,14,1,1,0,0,0,40,19636,-1.0
27,1,187746,10,4,6,2,1,0,0,0,40,13377,-1.0
37,1,709445,9,5,7,1,3,1,0,0,40,16182,-1.0
34,1,255693,9,0,8,0,1,0,0,0,20,4793,-1.0
25,5,203408,10,0,6,5,1,1,0,0,40,25500,-1.0
31,5,158092,10,4,8,2,1,0,0,0,35,12949,-1.0
43,1,193459,7,0,2,5,1,1,0,0,40,570,-1.0
28,1,148429,9,0,11,5,1,1,0,0,40,32312,-1.0
31,1,208657,10,2,8,4,1,0,0,0,40,24025,-1.0
19,1,100009,10,4,4,2,1,0,0,0,15,12309,-1.0
35,1,403037,9,5,8,4,1,0,0,0,40,3314,-1.0
29,1,184806,15,4,12,1,1,1,0,0,50,2643,-1.0
44,1,198316,13,0,3,5,1,1,15024,0,50,21696,1.0
30,1,236993,10,4,8,4,1,0,0,0,30,20981,-1.0
34,1,304872,5,2,6,4,1,0,0,0,40,32063,-1.0
28,4,210498,9,0,1,5,1,1,0,0,40,20679,-1.0
36,1,184659,9,0,11,5,1,1,0,0,40,12988,1.0
41,4,288433,14,4,8,3,3,0,0,0,40,22383,-1.0
34,1,346122,9,4,14,3,1,1,0,0,40,16829,-1.0
19,1,99246,7,4,11,3,1,0,0,0,25,12706,-1.0
24,1,417668,13,4,12,2,1,1,0,0,30,16960,-1.0
24,1,456460,12,0,8,0,1,0,0,0,40,11378,-1.0
44,8,171424,10,2,11,3,1,1,0,2205,35,19678,-1.0
56,1,142182,11,0,7,5,1,1,0,0,45,5909,1.0
62,5,180162,5,2,1,3,3,1,0,0,24,4096,-1.0
27,1,253814,10,4,8,3,1,0,0,0,40,5806,-1.0
31,1,223327,9,0,3,5,1,1,0,0,40,20524,1.0
27,5,137629,9,0,3,5,1,1,0,0,80,13951,1.0
56,8,115422,9,0,3,5,1,1,0,0,35,2706,-1.0
58,2,97634,3,0,5,5,1,1,0,0,40,17583,-1.0
34,5,166545,9,4,8,2,1,0,0,0,40,27838,-1.0
36,1,51089,13,4,7,3,1,1,0,0,60,17654,-1.0
33,1,202642,13,5,12,1,3,0,0,0,40,8712,-1.0
43,1,114043,10,2,8,4,3,0,0,0,40,29290,-1.0
51,1,334273,9,0,7,5,1,1,0,0,40,12230,-1.0
61,1,192237,6,2,4,4,1,0,0,0,40,7686,-1.0
26,2,370727,13,0,5,0,1,0,0,1977,40,11927,1.0
21,2,72953,10,4,5,2,1,1,0,0,40,19545,-1.0
44,8,277783,14,4,10,2,1,1,0,0,99,26816,-1.0
22,4,262819,10,4,8,3,1,0,0,0,40,24533,-1.0
30,1,36383,13,0,4,5,1,1,0,0,40,28134,1.0
34,8,152493,9,0,10,5,1,1,0,0,70,24288,-1.0
49,3,362654,10,0,3,5,1,1,15024,0,50,4085,1.0
40,5,306495,13,0,12,5,1,1,0,0,35,28215,-1.0
18,1,98667,7,4,6,2,1,0,0,0,16,18190,-1.0
68,1,194746,16,2,12,3,1,0,0,0,40,15744,-1.0
43,0,72887,13,6,14,3,2,1,0,0,40,260,-1.0
17,1,41865,6,4,6,2,1,0,0,0,25,24673,-1.0
34,5,101517,10,2,8,4,1,0,0,0,35,29339,-1.0
18,1,92864,8,4,6,2,1,0,0,0,20,20212,-1.0
59,1,131869,9,3,6,3,1,0,0,0,35,6724,-1.0
46,1,171095,12,2,4,4,1,0,0,0,38,28866,-1.0
35,1,180342,9,0,7,5,1,1,0,0,40,6985,-1.0
28,1,184078,8,2,11,3,1,0,0,0,40,20626,-1.0
27,1,329426,14,4,3,3,1,1,0,0,37,26566,-1.0
73,2,132737,6,4,5,3,1,1,0,0,4,19666,-1.0
33,1,164190,14,4,12,2,1,1,0,0,20,28747,-1.0
40,1,282155,9,5,6,1,1,0,0,0,25,8992,-1.0
35,1,538583,7,5,0,3,3,1,3674,0,40,5807,-1.0
21,2,116934,10,4,5,2,1,0,0,0,40,18587,-1.0
30,1,446358,9,4,8,4,1,1,0,0,41,10002,-1.0
28,8,155621,10,4,7,2,1,1,0,0,50,1219,-1.0
30,1,141118,11,4,8,3,1,0,0,0,40,3300,-1.0
28,1,136985,9,0,6,5,1,1,0,0,35,9792,-1.0
50,1,145409,13,0,12,5,1,1,15024,0,40,21109,1.0
20,2,114813,6,5,5,4,1,0,0,0,40,1126,-1.0
25,0,55636,9,4,2,3,4,1,0,0,40,22741,-1.0
32,1,136935,9,4,6,4,3,0,0,0,13,3378,-1.0
34,8,306982,13,0,4,5,2,1,0,0,60,29811,-1.0
40,0,280167,14,0,12,5,1,1,0,0,40,20914,1.0
43,1,253759,10,0,14,0,3,0,0,0,40,17951,-1.0
24,1,190457,10,4,8,2,1,0,0,0,40,13372,-1.0
38,1,391040,11,5,14,4,1,0,0,0,20,20422,-1.0
33,1,157747,12,0,2,5,1,1,0,0,40,30243,-1.0
21,1,50341,10,4,8,3,1,0,0,0,38,31210,-1.0
23,1,142766,10,4,8,3,1,1,0,0,20,3812,-1.0
28,1,73037,6,4,0,4,1,1,0,0,30,1807,-1.0
40,1,116632,13,4,4,2,1,1,0,0,40,7020,-1.0
49,1,328776,9,2,3,4,1,0,0,0,40,2686,-1.0
54,8,30908,4,0,10,5,1,1,0,0,60,4971,-1.0
31,1,127610,13,0,3,0,1,0,0,0,50,17083,1.0
25,1,367306,10,4,8,2,1,0,0,0,40,5622,-1.0
27,8,107846,9,4,1,3,1,1,0,0,30,31163,-1.0
20,1,188300,10,4,14,2,1,0,0,0,40,21429,-1.0
32,5,199539,10,0,1,5,1,1,0,0,40,676,1.0
27,1,267325,9,0,4,0,1,0,3464,0,40,22448,-1.0
40,1,183765,9,0,6,5,1,1,0,0,40,22692,-1.0
30,5,211654,14,0,12,5,1,1,0,0,40,10535,1.0
50,1,98350,10,0,8,5,2,1,0,0,40,11900,1.0
32,1,202952,9,0,8,5,1,1,0,0,40,20966,-1.0
17,1,19752,7,4,6,2,3,0,0,0,25,21673,-1.0
18,1,318082,10,4,4,2,1,1,0,0,35,13659,-1.0
17,2,213055,7,4,5,3,0,0,0,0,20,5214,-1.0
50,8,95949,13,0,7,5,1,1,0,0,50,6868,-1.0
39,1,192251,9,4,8,2,1,0,0,0,40,28754,1.0
30,1,133602,13,2,3,3,1,1,0,0,40,22332,-1.0
43,8,350387,9,0,7,5,1,1,0,0,60,18678,-1.0
17,1,115551,7,4,6,2,1,0,0,0,20,25115,-1.0
53,1,104461,13,4,6,3,1,1,8614,0,50,22519,1.0
24,4,61737,13,4,12,3,1,1,0,0,40,27400,-1.0
30,2,157289,7,4,5,4,1,1,0,0,40,19514,-1.0
42,1,42703,9,2,8,4,1,0,0,0,40,12718,-1.0
20,1,236592,7,4,4,2,1,0,0,0,25,19055,-1.0
29,1,283760,13,4,3,3,1,0,0,0,40,1635,-1.0
48,1,149640,14,4,3,3,1,1,0,0,40,1075,-1.0
23,1,177526,13,4,3,3,1,1,0,0,40,25369,-1.0
39,1,53447,9,2,10,3,1,0,0,0,40,32392,-1.0
26,1,102460,10,0,8,5,1,1,0,0,40,26020,-1.0
36,1,321733,13,2,3,3,1,1,0,1741,40,21882,-1.0
22,1,71379,10,4,12,3,1,0,0,0,35,11338,-1.0
56,1,117148,4,2,11,3,1,0,0,0,40,20795,-1.0
40,1,226388,9,0,7,5,3,1,0,0,40,28666,-1.0
49,1,115613,5,0,6,5,1,1,0,0,40,26061,-1.0
30,1,30063,9,2,6,4,1,0,0,0,32,8522,-1.0
23,2,263899,9,4,5,2,3,1,0,0,12,7597,-1.0
21,2,41356,10,4,5,2,1,0,0,0,35,28903,-1.0
72,0,94242,10,3,14,3,1,0,0,0,16,9034,-1.0
35,1,239409,6,0,11,5,1,1,0,0,50,31124,-1.0
18,1,345285,7,4,4,2,1,0,0,0,20,7301,-1.0
28,1,339372,10,4,4,3,1,1,0,0,40,27911,-1.0
31,1,1033222,13,4,8,3,1,1,8614,0,40,14662,1.0
50,1,144968,9,4,14,2,1,1,0,0,15,20053,-1.0
64,5,142166,9,0,7,5,1,1,0,0,99,19769,-1.0
69,1,125437,9,2,6,3,1,0,0,0,32,2469,-1.0
47,4,223944,10,0,8,0,1,0,0,0,30,3939,-1.0
34,4,112062,14,4,12,4,1,0,0,0,40,27120,-1.0
19,1,340567,2,4,2,3,1,1,0,0,55,13406,-1.0
36,1,284166,9,4,4,4,1,1,0,0,60,13017,1.0
41,5,242586,10,0,3,5,1,1,0,0,40,10532,-1.0
36,5,380614,13,0,8,0,1,0,0,0,35,28301,1.0
31,1,77634,11,0,6,5,1,1,0,0,42,7880,-1.0
43,4,242521,9,0,7,5,1,1,0,0,40,8375,-1.0
33,1,322873,9,2,4,3,1,0,0,0,50,19326,-1.0
31,1,213643,9,0,4,5,1,1,3908,0,40,15239,-1.0
25,1,193787,10,4,14,2,1,0,0,0,40,14756,-1.0
59,5,50929,10,0,3,5,1,1,0,0,60,27555,1.0
39,1,97136,9,4,11,4,3,0,0,0,40,32323,-1.0
24,1,153542,10,4,4,1,1,1,0,0,35,3959,-1.0
28,1,122540,6,2,2,3,1,1,0,0,40,31475,-1.0
29,1,67218,13,0,12,5,1,1,0,0,40,7981,1.0
62,2,125493,9,0,5,0,1,0,5178,0,40,28532,1.0
47,1,185465,9,0,7,5,3,1,0,0,40,15130,-1.0
22,1,205604,3,4,11,3,1,1,0,0,30,14879,-1.0
39,1,80004,9,0,2,5,1,1,0,0,40,26936,-1.0
71,8,238479,6,0,7,5,1,1,0,0,8,16967,-1.0
46,3,120902,13,0,3,5,1,1,3103,0,37,14107,1.0
40,1,404573,10,4,4,3,1,0,0,0,44,3999,-1.0
52,1,222405,9,0,4,5,3,1,0,2377,40,22701,-1.0
58,3,78104,9,0,3,5,1,1,0,0,45,29596,-1.0
40,8,177810,13,0,7,5,1,1,0,0,30,18489,-1.0
53,5,321770,9,6,0,1,1,0,0,0,35,4963,-1.0
55,4,111130,12,2,8,2,2,1,0,0,40,30031,-1.0
26,1,112847,9,4,2,3,1,1,0,0,40,21395,-1.0
34,1,37646,12,0,7,5,1,1,0,0,65,13742,-1.0
45,3,142719,9,0,4,5,1,1,0,0,40,22296,-1.0
28,1,213276,9,0,3,5,1,1,0,0,50,7420,-1.0
53,1,218630,9,0,11,5,1,1,0,0,40,21912,1.0
28,1,222442,9,0,4,5,1,1,0,0,51,13543,-1.0
54,8,199741,9,3,7,3,1,1,0,2001,35,25973,-1.0
23,1,84648,10,4,4,2,1,0,0,0,25,1463,-1.0
25,5,206002,9,2,14,4,1,0,0,0,40,9893,-1.0
50,1,126566,9,0,2,5,3,1,0,0,40,4145,-1.0
41,1,47902,10,0,4,5,1,1,0,0,35,12790,1.0
17,1,139183,6,4,4,2,1,0,0,0,15,16983,-1.0
32,1,45796,10,0,10,5,1,1,0,0,60,21874,-1.0
39,1,129495,10,5,8,4,3,0,0,0,40,26846,-1.0
46,4,193047,13,0,12,5,1,1,0,0,37,12057,-1.0
45,8,106110,10,0,6,0,1,0,0,0,99,9729,-1.0
37,8,76855,10,2,3,4,1,0,0,0,40,23610,-1.0
18,1,387568,6,4,4,2,1,1,0,0,10,19688,-1.0
53,1,283602,13,2,4,3,1,0,13550,0,43,14857,1.0
22,2,182387,10,4,5,3,2,0,0,0,12,23986,-1.0
54,8,163815,14,2,4,3,1,1,0,0,60,15106,-1.0
24,1,73928,11,4,8,2,2,0,0,0,20,27738,-1.0
41,1,195124,14,4,3,3,1,1,0,0,35,31969,-1.0
38,1,179488,12,2,7,3,1,1,0,0,40,9141,-1.0
21,2,191806,10,4,5,2,1,1,0,0,75,26060,-1.0
45,1,278151,9,0,1,5,1,1,0,0,40,7681,-1.0
29,1,286452,12,2,4,4,1,0,3418,0,40,27904,-1.0
40,0,118686,13,4,12,3,1,0,0,0,45,10303,-1.0
36,2,370585,9,0,5,5,3,1,0,0,40,27383,-1.0
35,1,152734,10,0,1,5,3,1,0,0,40,18580,-1.0
62,4,39630,13,0,12,5,1,1,0,0,40,26984,-1.0
42,1,328239,10,4,6,3,1,1,0,0,40,641,-1.0
45,1,204057,13,2,8,4,1,0,0,0,40,5385,-1.0
37,0,419053,9,2,7,3,1,1,0,0,40,27549,-1.0
31,4,29152,8,0,6,0,1,0,0,0,40,25820,-1.0
33,1,238912,16,0,12,5,1,1,0,0,60,11716,1.0
21,1,199915,10,4,6,2,1,0,0,0,40,519,-1.0
19,1,181572,10,4,8,2,1,1,0,0,40,12880,-1.0
53,1,374588,9,0,0,5,3,1,0,0,60,2837,-1.0
45,1,99971,9,0,0,5,1,1,0,0,50,17493,-1.0
35,2,117528,11,0,5,0,1,0,0,0,40,4631,1.0
51,1,182944,9,3,14,4,3,0,0,0,40,28546,-1.0
18,2,234648,7,4,5,2,3,1,0,0,15,8628,-1.0
33,1,59083,13,0,8,5,1,1,0,1902,45,1917,1.0
37,1,294292,15,0,3,5,1,1,0,0,40,14541,-1.0
47,1,145041,9,0,11,5,1,1,0,0,40,11729,1.0
27,5,225291,12,4,12,3,1,0,0,0,40,19014,-1.0
43,1,226902,13,2,11,1,1,1,0,0,40,16342,-1.0
35,1,187711,9,4,11,3,1,1,0,0,40,24575,-1.0
58,2,347692,7,2,5,3,3,1,0,0,15,21460,-1.0
34,1,198613,7,0,4,5,1,1,0,0,25,9479,-1.0
44,1,304530,10,2,7,3,1,1,0,0,55,7357,-1.0
60,8,264314,10,0,3,5,1,1,0,0,35,10774,-1.0
24,1,149396,10,4,6,1,3,0,0,0,30,22935,-1.0
19,2,48393,10,4,5,2,1,1,0,0,84,9283,-1.0
31,1,87054,9,0,7,5,1,1,0,0,50,17268,-1.0
32,1,183811,9,0,2,5,1,1,2829,0,40,28419,-1.0
37,0,160910,9,0,7,5,1,1,0,0,40,28753,-1.0
20,1,215247,10,4,8,2,1,0,0,0,20,5182,-1.0
33,1,183612,9,0,11,5,1,1,0,0,40,24571,1.0
45,0,81487,10,0,8,5,1,1,0,0,40,15778,1.0
42,8,201520,9,0,7,5,1,1,0,0,45,18176,-1.0
30,1,185027,13,0,12,5,1,1,0,0,40,5708,1.0
54,1,337992,13,0,3,5,2,1,0,0,50,26825,1.0
50,8,155118,9,2,3,3,1,0,99999,0,35,16818,1.0
62,1,197514,9,0,4,0,1,0,0,0,16,22634,-1.0
56,1,85018,9,4,8,3,1,0,0,0,40,29905,-1.0
27,1,126060,9,4,3,3,1,0,0,0,40,13267,-1.0
35,1,62669,10,0,3,5,1,1,0,0,55,11350,1.0
54,1,182854,9,0,7,5,1,1,0,0,45,20338,-1.0
30,1,241259,11,0,0,5,1,1,0,0,40,433,-1.0
43,1,413297,9,0,7,5,1,1,0,0,45,9216,-1.0
23,1,203076,10,4,11,2,1,1,0,0,40,7195,-1.0
38,1,447346,10,0,7,5,1,1,0,0,36,5063,1.0
42,1,198316,11,2,7,3,1,1,0,0,35,20307,-1.0
17,1,121425,7,4,8,2,1,0,0,0,16,733,-1.0
29,1,112754,10,4,7,2,1,1,0,0,40,3258,-1.0
36,1,308945,9,0,11,5,1,1,0,0,40,8514,-1.0
