index,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,label
4111,3,0,9,1,4,2,0,0,4,0,0,2,2,0,0,0,2,1,3,3,5,0,1
4257,3,2,9,1,4,2,0,0,3,0,0,2,2,0,5,0,2,1,3,3,4,3,1
1313,2,0,3,1,6,2,1,0,1,1,3,0,3,7,7,0,2,1,1,1,0,0,-1
3939,2,0,5,1,2,2,0,1,1,0,0,3,3,7,7,0,2,1,5,1,4,6,1
2275,2,2,0,0,6,2,0,0,8,1,0,3,3,7,5,0,2,1,5,1,5,6,-1
7694,4,3,7,1,4,2,0,1,2,1,6,3,3,7,5,0,2,1,1,7,4,6,1
2204,2,2,3,0,6,2,0,0,10,1,0,3,3,7,7,0,2,1,5,0,5,6,-1
4411,3,3,1,0,4,2,0,0,3,1,0,3,0,7,7,0,2,1,5,3,4,4,1
3130,3,2,3,0,6,2,0,0,7,1,0,3,3,3,3,0,2,1,5,0,4,6,-1
5378,2,2,5,0,6,2,0,0,10,0,6,3,3,7,7,0,2,2,1,7,1,5,-1
6582,3,2,7,1,8,2,0,1,2,1,6,2,3,7,7,0,2,1,1,7,4,6,1
6769,3,3,0,1,4,2,0,1,2,1,6,3,3,5,5,0,2,1,1,7,4,6,1
3739,2,0,3,1,2,2,1,1,7,0,0,3,3,7,7,0,2,1,5,0,4,6,1
569,0,2,8,0,0,2,0,0,10,0,1,3,3,7,7,0,2,1,5,0,2,2,-1
4447,3,2,3,1,4,2,0,0,3,0,0,2,2,0,1,0,2,1,3,3,5,3,1
1509,2,0,0,0,6,2,0,0,7,1,0,3,3,7,5,0,2,1,5,0,5,6,-1
22,0,2,9,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,5,1,3,2,-1
5796,3,2,9,1,4,2,0,0,3,0,0,2,2,5,1,0,2,1,3,3,4,3,1
3241,3,2,3,0,6,2,0,0,1,1,0,3,3,5,5,0,2,1,5,0,4,6,-1
5388,3,3,3,0,4,2,0,0,10,1,0,3,3,7,7,0,2,1,5,3,4,4,1
2849,2,0,3,0,6,2,0,0,10,1,0,3,3,3,5,0,2,1,5,1,4,6,-1
6616,3,3,7,1,3,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,3,1
4428,2,0,9,1,4,2,0,0,7,0,0,2,2,0,1,0,2,1,3,3,4,0,1
3540,2,2,0,0,6,2,0,0,10,1,0,3,3,3,5,0,2,1,5,1,5,6,-1
4730,3,2,3,1,4,2,0,0,4,0,0,2,2,0,5,0,2,1,3,3,4,3,1
6229,3,2,0,1,3,2,0,1,2,1,6,3,3,5,7,0,2,1,1,7,4,6,1
579,2,3,0,0,7,2,0,1,10,0,3,3,3,7,7,0,2,1,5,1,3,0,1
1406,2,3,8,1,6,2,1,0,3,1,3,0,0,7,7,0,2,1,1,0,0,0,-1
1491,3,3,8,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,5,1,3,4,1
3493,3,2,3,0,6,2,0,0,8,1,0,3,3,5,7,0,2,1,5,1,4,6,-1
7572,4,3,0,1,3,2,0,1,2,1,6,2,3,7,7,0,2,1,1,7,4,3,1
3873,2,0,3,1,4,2,0,0,3,0,0,2,2,0,5,0,2,1,3,3,4,6,1
7726,4,3,0,1,3,2,0,1,2,1,6,2,3,5,5,0,2,1,1,7,4,6,1
6293,3,3,7,1,8,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,1,1
1658,3,0,8,1,6,2,1,0,3,1,3,3,3,7,7,0,2,1,1,0,3,0,-1
5877,2,3,3,0,4,2,0,0,3,1,0,3,0,7,7,0,2,1,5,3,4,0,1
6919,3,3,7,1,8,2,0,1,2,1,6,2,2,7,5,0,2,1,1,7,4,6,1
4500,2,0,9,1,4,2,0,0,4,0,0,2,2,0,0,0,2,1,3,3,5,6,1
856,3,3,9,0,1,2,1,1,1,1,0,3,3,7,7,0,2,1,5,6,4,6,-1
7405,0,3,0,1,6,0,0,0,1,0,6,3,3,4,4,0,0,1,5,8,4,1,-1
8115,2,3,0,1,6,0,0,0,11,0,6,3,3,4,4,0,1,1,5,5,4,1,-1
7383,4,3,0,1,4,2,0,1,2,1,6,2,3,5,5,0,2,1,1,7,4,1,1
5546,4,2,2,1,6,2,1,1,10,0,0,3,3,7,0,0,2,1,1,7,4,1,-1
4157,3,0,9,1,4,2,0,0,3,0,0,2,2,1,0,0,2,1,3,3,4,0,1
6285,3,2,0,1,8,2,0,1,2,1,6,3,2,7,5,0,2,1,1,7,4,6,1
7121,4,2,0,1,3,2,0,1,2,1,6,3,3,5,7,0,2,1,1,7,4,6,1
3508,2,0,3,1,4,2,0,0,4,0,0,2,2,1,0,0,2,1,3,3,5,6,1
8104,4,3,0,1,6,0,0,0,11,0,6,3,3,4,4,0,1,1,5,1,4,1,-1
2374,2,2,0,0,6,2,0,0,7,1,0,3,3,7,3,0,2,1,5,1,5,6,-1
2300,2,2,7,0,6,2,0,0,7,1,0,3,3,7,5,0,2,1,5,1,4,6,-1
4179,3,2,7,0,6,2,0,0,8,1,0,3,3,5,5,0,2,1,5,0,5,6,-1
6301,4,2,0,1,3,2,0,1,2,1,6,2,3,5,5,0,2,1,1,7,4,3,1
4001,3,2,3,1,4,2,0,0,7,0,0,2,2,5,1,0,2,1,3,3,5,3,1
4852,2,0,9,1,4,2,0,0,4,0,0,2,2,0,5,0,2,1,3,3,5,3,1
581,2,3,9,0,0,2,0,0,10,0,1,3,3,7,7,0,2,1,5,1,3,2,-1
2490,2,2,3,0,6,2,0,0,1,1,0,3,3,5,5,0,2,1,5,1,4,6,-1
7439,2,0,3,1,6,2,1,0,7,0,6,3,2,7,7,0,2,2,5,7,3,0,-1
3412,3,0,3,0,6,2,0,0,10,1,0,3,3,7,5,0,2,1,5,0,4,6,-1
7030,4,3,7,1,3,2,0,1,2,1,6,2,2,7,7,0,2,1,1,7,4,6,1
3769,3,0,3,0,6,2,0,0,10,1,0,3,3,7,3,0,2,1,5,0,5,6,-1
2848,3,0,3,0,6,2,0,0,1,1,0,3,3,5,7,0,2,1,5,1,5,6,-1
2215,2,2,0,0,6,2,0,0,10,1,0,3,3,7,3,0,2,1,5,1,4,6,-1
6409,2,2,7,1,4,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,6,1
844,2,3,9,0,0,2,0,0,4,0,1,3,3,7,7,0,2,1,5,0,2,0,-1
6782,2,2,7,1,3,2,0,1,2,1,6,3,3,7,5,0,2,1,1,7,4,3,1
1046,2,0,3,1,6,2,1,0,3,1,3,3,0,7,7,0,2,1,1,1,3,0,-1
3534,3,2,0,0,6,2,0,0,7,1,0,3,3,5,7,0,2,1,5,0,4,6,-1
5976,4,3,7,0,6,2,0,0,9,0,6,3,3,7,7,0,2,2,1,7,1,5,-1
7087,4,2,7,1,8,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,3,1
468,0,2,9,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,5,0,2,0,-1
3255,3,2,7,0,6,2,0,0,1,1,0,3,3,5,3,0,2,1,5,1,4,6,-1
6220,3,3,7,1,8,2,0,1,2,1,6,3,3,5,5,0,2,1,1,7,4,6,1
5798,2,3,3,0,4,2,0,0,3,1,0,3,0,7,7,0,2,1,5,3,3,4,1
1444,3,2,0,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,5,1,3,4,1
2112,2,3,8,0,7,2,0,1,10,0,3,3,3,7,7,0,2,1,5,1,4,0,1
6955,4,3,7,1,3,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,6,1
2936,3,0,3,0,6,2,0,0,1,1,0,3,3,3,7,0,2,1,5,1,4,6,-1
1839,2,3,3,1,6,2,1,0,1,1,3,3,0,7,7,0,2,1,1,0,3,0,-1
365,3,0,0,1,6,2,0,1,7,0,3,3,3,7,7,0,2,1,5,0,4,4,-1
7854,2,3,8,1,6,2,1,0,4,0,6,2,3,7,7,0,2,2,5,7,2,0,-1
6214,0,0,3,1,6,2,1,0,7,0,6,2,3,7,7,0,2,2,5,7,2,0,-1
3777,2,2,3,0,6,2,0,0,1,1,0,3,3,7,3,0,2,1,5,0,5,6,-1
7493,4,3,0,1,8,2,0,1,2,1,6,2,2,7,7,0,2,1,1,7,4,3,1
3926,2,2,9,1,4,2,0,0,7,0,0,2,2,1,1,0,2,1,3,3,5,0,1
3044,3,2,3,0,6,2,0,0,10,1,0,3,3,7,7,0,2,1,5,1,4,6,-1
7116,2,2,3,0,6,2,0,0,10,0,0,3,3,7,7,0,2,2,5,7,4,3,-1
5473,2,2,7,1,3,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,6,1
1683,3,2,8,0,7,2,0,1,1,0,3,3,3,7,7,0,2,1,5,0,4,0,1
5468,3,3,8,0,4,2,0,0,7,1,0,3,3,7,7,0,2,1,5,3,4,4,1
2472,2,0,0,0,6,2,0,0,10,1,0,3,3,3,3,0,2,1,5,0,4,6,-1
4649,3,2,3,1,4,2,0,0,7,0,0,2,2,1,1,0,2,1,3,3,4,0,1
2629,2,0,0,0,6,2,0,0,10,1,0,3,3,3,3,0,2,1,5,1,5,6,-1
4172,2,2,3,1,4,2,0,0,7,0,0,2,2,0,5,0,2,1,3,3,4,0,1
7484,4,3,0,1,8,2,0,1,2,1,6,2,3,7,7,0,2,1,1,7,4,1,1
850,0,3,8,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,5,1,3,0,-1
3690,3,2,3,0,6,2,0,0,1,1,0,3,3,7,7,0,2,1,5,1,4,6,-1
1089,2,2,9,0,1,2,0,0,10,0,1,3,3,7,7,0,2,1,5,0,3,0,-1
441,2,2,8,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,5,0,3,2,-1
7137,4,3,7,1,3,2,0,1,2,1,6,3,3,7,5,0,2,1,1,7,4,6,1
4340,2,2,3,1,4,2,0,0,4,0,0,2,2,5,0,0,2,1,3,3,5,0,1
369,2,0,3,1,6,2,1,0,1,1,3,3,3,7,7,0,2,1,1,0,3,0,-1
1279,3,3,8,1,6,2,1,0,3,1,3,0,3,7,7,0,2,1,1,1,3,0,-1
2239,2,0,7,0,6,2,0,0,7,1,0,3,3,3,7,0,2,1,5,0,5,6,-1
8081,4,2,0,1,4,2,0,1,2,1,6,2,3,7,7,0,2,1,1,7,4,3,1
3183,3,0,7,0,6,2,0,0,10,1,0,3,3,3,7,0,2,1,5,1,5,6,-1
6340,3,2,7,1,4,2,0,1,2,1,6,3,2,5,7,0,2,1,1,7,4,6,1
5571,0,2,8,0,6,2,0,0,5,0,0,3,3,7,7,0,2,2,5,4,4,2,1
1027,3,3,9,0,1,2,1,1,10,1,0,3,3,7,7,0,2,1,5,6,4,6,-1
5423,0,2,1,0,6,2,0,0,4,0,0,3,3,7,7,0,2,2,5,4,4,2,1
3687,2,0,8,1,2,2,0,1,1,0,0,3,3,7,7,0,2,1,5,1,3,6,1
616,3,0,3,1,6,2,1,0,7,1,3,3,3,7,7,0,2,1,1,0,0,0,-1
4178,2,0,9,1,4,2,0,0,3,0,0,2,2,1,1,0,2,1,3,3,5,3,1
6574,4,3,7,1,3,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,1,1
8051,2,0,8,1,6,2,1,0,10,0,6,3,2,7,7,0,2,2,5,7,3,0,-1
258,0,2,8,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,5,0,2,0,-1
2013,3,0,0,1,6,2,1,0,0,1,3,3,3,7,7,0,2,1,1,0,0,0,-1
3910,3,2,3,0,6,2,0,0,1,1,0,3,3,7,3,0,2,1,5,0,5,6,-1
3097,2,3,5,1,2,2,0,1,7,0,0,3,3,7,7,0,2,1,5,1,3,6,1
3028,3,0,7,0,6,2,0,0,7,1,0,3,3,7,5,0,2,1,5,1,5,6,-1
7939,0,3,0,1,6,0,0,0,11,0,6,3,3,4,4,0,1,1,5,5,1,1,-1
7613,4,2,7,1,3,2,0,1,2,1,6,2,2,5,5,0,2,1,1,7,4,3,1
5359,3,2,9,1,4,2,0,0,3,0,0,2,2,1,1,0,2,1,3,3,5,3,1
2357,2,2,0,0,6,2,0,0,7,1,0,3,3,5,3,0,2,1,5,1,5,6,-1
7853,4,2,7,1,8,2,0,1,2,1,6,3,3,5,5,0,2,1,1,7,4,1,1
6464,3,2,0,1,4,2,0,1,2,1,6,3,3,7,5,0,2,1,1,7,4,1,1
1274,2,0,8,1,6,2,1,0,3,1,3,3,3,7,7,0,2,1,1,0,3,0,-1
6363,3,2,0,1,8,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,6,1
1951,2,2,7,0,6,2,0,0,8,1,0,3,3,5,5,0,2,1,5,1,4,6,-1
4681,2,2,3,1,4,2,0,0,7,0,0,2,2,1,5,0,2,1,3,3,5,0,1
1753,2,0,8,1,6,2,1,0,3,1,3,0,0,7,7,0,2,1,1,0,0,0,-1
3789,3,2,3,0,6,2,0,0,7,1,0,3,3,3,3,0,2,1,5,1,5,6,-1
6670,3,3,0,1,8,2,0,1,2,1,6,2,2,7,5,0,2,1,1,7,4,3,1
1499,2,0,3,1,6,2,1,0,7,1,3,3,0,7,7,0,2,1,1,0,3,0,-1
1761,2,0,8,1,6,2,1,0,0,1,3,0,0,7,7,0,2,1,1,0,3,0,-1
7658,3,3,0,1,6,0,0,0,11,0,6,3,3,4,4,0,1,1,5,5,4,1,-1
6511,2,3,7,1,4,2,0,1,2,1,6,3,3,5,7,0,2,1,1,7,4,1,1
5717,4,1,8,0,6,2,1,1,10,0,0,3,3,7,7,0,2,1,5,7,1,1,1
3322,2,0,5,1,2,2,0,1,8,0,0,3,3,7,7,0,2,1,5,1,3,6,1
5234,3,0,3,1,4,2,0,0,7,0,0,2,2,1,5,0,2,1,3,3,5,3,1
1476,3,3,0,1,6,2,1,0,7,1,3,0,0,7,7,0,2,1,1,0,0,0,-1
5751,0,3,1,0,6,2,0,0,5,0,0,3,3,7,7,0,2,2,5,4,4,2,1
1649,2,0,0,1,6,2,1,0,1,1,3,3,3,7,7,0,2,1,1,1,3,0,-1
4488,2,2,9,1,4,2,0,0,7,0,0,2,2,1,0,0,2,1,3,3,4,6,1
7615,0,3,3,1,6,2,1,0,4,0,6,2,3,7,7,0,2,2,5,7,3,0,-1
4422,2,2,9,1,4,2,0,0,3,0,0,2,2,5,0,0,2,1,3,3,5,0,1
1265,3,3,8,1,6,2,1,0,0,1,3,0,0,7,7,0,2,1,1,1,0,0,-1
3479,2,0,3,1,4,2,0,0,3,0,0,2,2,5,5,0,2,1,3,3,4,3,1
7050,4,3,3,1,6,2,1,0,10,0,6,2,2,7,7,0,2,2,5,7,3,0,-1
1636,3,3,8,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,5,1,4,0,1
4804,3,2,9,1,4,2,0,0,4,0,0,2,2,5,5,0,2,1,3,3,4,0,1
5583,2,2,0,1,3,2,0,1,2,1,6,3,2,5,7,0,2,1,1,7,4,3,1
6866,3,2,7,1,3,2,0,1,2,1,6,2,2,5,7,0,2,1,1,7,4,3,1
3573,3,0,7,0,6,2,0,0,8,1,0,3,3,3,3,0,2,1,5,1,4,6,-1
7158,0,3,3,1,6,2,1,0,4,0,6,3,2,7,7,0,2,2,5,7,2,0,-1
3520,3,2,3,0,6,2,0,0,10,1,0,3,3,5,3,0,2,1,5,1,4,6,-1
2713,2,0,7,0,6,2,0,0,8,1,0,3,3,7,5,0,2,1,5,0,5,6,-1
7499,2,3,3,1,6,2,1,0,4,0,6,3,2,7,7,0,2,2,5,7,3,0,-1
6882,3,2,0,1,3,2,0,1,2,1,6,3,3,7,7,0,2,1,1,7,4,6,1
7760,4,3,7,1,8,2,0,1,2,1,6,3,2,7,7,0,2,1,1,7,4,3,1
6710,3,3,7,1,3,2,0,1,2,1,6,2,2,5,5,0,2,1,1,7,4,1,1
6770,3,2,7,1,3,2,0,1,2,1,6,3,3,5,5,0,2,1,1,7,4,3,1
6518,3,2,7,1,4,2,0,1,2,1,6,2,3,7,5,0,2,1,1,7,4,1,1
3503,3,2,7,0,6,2,0,0,8,1,0,3,3,7,3,0,2,1,5,1,5,6,-1
230,2,0,3,1,6,2,0,1,1,0,3,3,3,7,7,0,2,1,5,0,5,4,-1
1389,2,0,0,1,6,2,1,0,0,1,3,3,0,7,7,0,2,1,1,1,3,0,-1
7984,3,3,0,1,6,2,0,0,10,0,0,1,1,0,0,0,2,2,5,7,5,6,-1
4778,3,0,9,1,4,2,0,0,7,0,0,2,2,0,5,0,2,1,3,3,4,6,1
5318,2,2,0,1,6,2,1,1,10,0,0,3,0,7,0,0,2,1,1,7,4,1,-1
3046,2,2,7,0,6,2,0,0,1,1,0,3,3,5,5,0,2,1,5,0,4,6,-1
3684,2,0,3,1,4,2,0,0,3,0,0,2,2,0,0,0,2,1,3,3,4,3,1
5606,2,2,0,1,4,2,0,1,2,1,6,2,3,7,5,0,2,1,1,7,4,1,1
1470,2,2,7,0,6,2,0,0,8,1,0,3,3,3,7,0,2,1,5,1,5,6,-1
4189,3,2,9,1,4,2,0,0,3,0,0,2,2,5,5,0,2,1,3,3,4,3,1
7739,4,2,9,1,6,2,1,1,10,0,1,1,1,8,8,0,3,1,1,7,1,1,1
3937,3,0,7,0,6,2,0,0,8,1,0,3,3,3,3,0,2,1,5,0,4,6,-1
1665,2,2,0,0,7,2,0,1,0,0,3,3,3,7,7,0,2,1,5,0,3,0,1
5152,3,2,9,1,4,2,0,0,4,0,0,2,2,5,1,0,2,1,3,3,5,3,1
7508,4,3,0,1,3,2,0,1,2,1,6,3,2,7,7,0,2,1,1,7,4,6,1
3104,2,3,3,1,2,2,1,1,4,0,0,3,3,7,7,0,2,1,5,0,3,6,1
7864,2,2,7,1,4,2,0,1,2,1,6,2,3,7,7,0,2,1,1,7,4,3,1
760,0,3,8,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,5,1,2,0,-1
4609,2,2,9,1,4,2,0,0,4,0,0,2,2,1,5,0,2,1,3,3,4,0,1
5493,3,2,5,0,6,2,0,0,4,0,0,3,3,7,7,0,2,2,5,4,4,2,1
3079,3,2,3,0,6,2,0,0,8,1,0,3,3,5,7,0,2,1,5,0,4,6,-1
2388,2,3,8,0,7,2,0,1,1,0,3,3,3,7,7,0,2,1,5,1,4,0,1
204,3,2,0,0,1,2,0,0,1,0,5,3,1,7,7,0,2,1,5,0,5,3,-1
4937,2,2,3,1,4,2,0,0,7,0,0,2,2,0,1,0,2,1,3,3,4,0,1
4119,3,0,9,1,4,2,0,0,3,0,0,2,2,0,1,0,2,1,3,3,4,0,1
7858,2,0,3,1,6,2,1,0,10,0,6,3,3,7,7,0,2,2,5,7,2,0,-1
8088,4,3,0,1,6,0,0,0,1,0,6,3,3,4,4,0,1,1,5,1,4,1,-1
1368,2,0,3,0,6,2,0,0,1,1,0,3,3,3,3,0,2,1,5,0,4,6,-1
4364,0,2,8,0,6,2,1,1,10,0,0,3,3,7,7,0,2,1,5,7,1,1,1
955,0,3,8,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,5,0,3,2,-1
1489,3,2,0,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,5,1,3,0,1
4982,2,2,9,1,4,2,0,0,4,0,0,2,2,0,5,0,2,1,3,3,4,3,1
5197,4,2,5,0,6,2,0,0,9,0,6,3,3,7,6,0,2,2,1,7,1,5,-1
1852,2,0,7,0,6,2,0,0,10,1,0,3,3,7,3,0,2,1,5,1,4,6,-1
6498,3,2,0,1,8,2,0,1,2,1,6,2,2,5,5,0,2,1,1,7,4,6,1
2740,2,2,0,0,6,2,0,0,8,1,0,3,3,3,7,0,2,1,5,1,5,6,-1
6940,3,2,0,1,3,2,0,1,2,1,6,3,2,7,7,0,2,1,1,7,4,1,1
3587,3,2,7,0,6,2,0,0,7,1,0,3,3,5,5,0,2,1,5,0,5,6,-1
648,2,2,9,0,0,2,0,0,1,0,1,3,3,7,7,0,2,1,5,0,3,0,-1
4445,3,0,3,1,4,2,0,0,4,0,0,2,2,1,0,0,2,1,3,3,5,6,1
3158,3,2,7,0,6,2,0,0,8,1,0,3,3,5,3,0,2,1,5,0,4,6,-1
995,3,3,8,1,6,2,1,0,1,1,3,0,0,7,7,0,2,1,1,0,0,0,-1
6614,3,3,0,1,8,2,0,1,2,1,6,3,2,7,5,0,2,1,1,7,4,1,1
5897,3,3,3,0,4,2,0,0,3,1,0,3,3,7,7,0,2,1,5,3,3,4,1
2720,2,0,0,0,6,2,0,0,8,1,0,3,3,3,7,0,2,1,5,1,4,6,-1
366,2,2,9,0,0,2,0,0,10,0,5,3,1,7,7,0,2,1,5,1,3,3,-1
1972,2,3,0,0,7,2,0,1,10,0,3,3,3,7,7,0,2,1,5,0,4,4,1
4992,2,2,3,1,4,2,0,0,3,0,0,2,2,0,5,0,2,1,3,3,4,3,1
1118,3,0,0,1,6,2,1,0,0,1,3,0,3,7,7,0,2,1,1,0,3,0,-1
2942,3,0,0,0,6,2,0,0,7,1,0,3,3,7,5,0,2,1,5,1,5,6,-1
7863,4,3,0,1,8,2,0,1,2,1,6,3,3,7,5,0,2,1,1,7,4,6,1
1432,3,2,8,0,7,2,0,1,10,0,3,3,3,7,7,0,2,1,5,0,3,0,1
3036,3,2,7,0,6,2,0,0,7,1,0,3,3,5,5,0,2,1,5,1,4,6,-1
1240,3,3,8,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,5,0,4,4,1
2718,3,0,0,0,6,2,0,0,10,1,0,3,3,5,7,0,2,1,5,0,5,6,-1
7866,2,3,0,1,6,0,0,0,6,0,6,3,3,4,4,0,1,1,5,2,4,1,-1
5355,3,2,9,1,4,2,0,0,3,0,0,2,2,5,1,0,2,1,3,3,5,0,1
4979,2,2,9,1,4,2,0,0,3,0,0,2,2,1,0,0,2,1,3,3,5,3,1
408,2,3,8,0,0,2,0,0,4,0,1,3,3,7,7,0,2,1,5,0,3,0,-1
1280,0,2,9,0,0,2,0,0,10,0,1,3,3,7,7,0,2,1,5,0,2,2,-1
3367,3,2,7,0,6,2,0,0,10,1,0,3,3,7,3,0,2,1,5,0,4,6,-1
6752,0,0,3,1,6,2,1,0,10,0,6,3,3,7,7,0,2,2,5,7,3,0,-1
1803,2,2,0,0,6,2,0,0,7,1,0,3,3,5,7,0,2,1,5,1,4,6,-1
5193,4,3,5,0,6,2,0,0,10,0,6,3,3,6,7,0,2,2,1,7,1,5,-1
3653,2,0,3,1,4,2,0,0,7,0,0,2,2,5,1,0,2,1,3,3,4,3,1
6610,4,3,0,1,4,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,3,1
2832,2,0,0,0,6,2,0,0,8,1,0,3,3,7,7,0,2,1,5,1,4,6,-1
5962,3,2,0,1,6,2,1,1,10,0,0,0,0,7,0,0,2,1,1,7,4,1,-1
3065,3,2,3,0,6,2,0,0,8,1,0,3,3,5,3,0,2,1,5,1,4,6,-1
4222,2,2,3,1,4,2,0,0,3,0,0,2,2,1,0,0,2,1,3,3,4,3,1
5872,2,2,0,1,8,2,0,1,2,1,6,2,2,7,5,0,2,1,1,7,4,6,1
1791,3,3,8,1,6,2,1,0,0,1,3,0,0,7,7,0,2,1,1,0,0,0,-1
7912,0,3,3,1,6,2,1,0,7,0,6,3,2,7,7,0,2,2,5,7,2,0,-1
900,3,2,9,0,1,2,0,0,1,0,5,3,1,7,7,0,2,1,5,0,5,3,-1
2693,2,2,0,0,6,2,0,0,7,1,0,3,3,5,7,0,2,1,5,0,4,6,-1
2858,3,0,3,0,6,2,0,0,7,1,0,3,3,3,7,0,2,1,5,0,5,6,-1
2483,2,2,0,0,6,2,0,0,10,1,0,3,3,5,5,0,2,1,5,0,5,6,-1
7764,4,3,7,1,8,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,3,1
6971,3,3,0,1,4,2,0,1,2,1,6,2,2,7,5,0,2,1,1,7,4,6,1
6136,3,2,0,1,8,2,0,1,2,1,6,3,3,7,7,0,2,1,1,7,4,6,1
5174,3,2,9,1,4,2,0,0,3,0,0,2,2,5,1,0,2,1,3,3,4,6,1
6065,3,2,0,1,8,2,0,1,2,1,6,3,3,5,7,0,2,1,1,7,4,1,1
3902,3,2,3,1,4,2,0,0,7,0,0,2,2,0,5,0,2,1,3,3,5,3,1
6087,2,3,7,1,8,2,0,1,2,1,6,3,3,5,7,0,2,1,1,7,4,1,1
4943,2,0,9,1,4,2,0,0,4,0,0,2,2,1,0,0,2,1,3,3,4,6,1
4076,3,2,6,1,6,2,0,1,3,0,6,3,0,7,7,0,2,1,2,3,5,6,-1
1800,3,2,0,0,6,2,0,0,10,1,0,3,3,7,3,0,2,1,5,1,4,6,-1
3648,2,0,3,1,4,2,0,0,7,0,0,2,2,5,1,0,2,1,3,3,4,6,1
6721,2,3,7,1,4,2,0,1,2,1,6,3,2,5,7,0,2,1,1,7,4,1,1
1478,3,2,8,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,5,0,3,0,1
4463,2,2,3,1,4,2,0,0,4,0,0,2,2,0,0,0,2,1,3,3,5,3,1
353,0,3,9,0,0,2,0,0,0,0,1,3,3,7,7,0,2,1,5,0,3,2,-1
5923,3,2,9,1,4,2,0,0,4,0,0,2,2,1,0,0,2,1,3,3,4,0,1
498,2,2,8,0,0,2,0,0,1,0,1,3,3,7,7,0,2,1,5,1,3,0,-1
7350,2,3,3,1,6,2,1,0,7,0,6,3,3,7,7,0,2,2,5,7,3,0,-1
3312,3,2,7,0,6,2,0,0,8,1,0,3,3,7,3,0,2,1,5,1,4,6,-1
2399,2,0,7,0,6,2,0,0,1,1,0,3,3,7,7,0,2,1,5,0,5,6,-1
1104,3,0,0,1,6,2,1,0,1,1,3,3,0,7,7,0,2,1,1,1,0,0,-1
1942,2,0,0,0,6,2,0,0,1,1,0,3,3,7,7,0,2,1,5,0,4,6,-1
2373,2,0,0,0,6,2,0,0,8,1,0,3,3,7,5,0,2,1,5,1,4,6,-1
2393,2,2,3,0,6,2,0,0,10,1,0,3,3,5,5,0,2,1,5,0,4,6,-1
5472,0,3,5,0,6,2,0,0,10,0,0,3,3,7,7,0,2,2,5,4,4,0,1
2263,2,2,7,0,6,2,0,0,10,1,0,3,3,5,5,0,2,1,5,1,5,6,-1
23,0,2,8,0,0,2,0,0,10,0,1,3,3,7,7,0,2,1,5,1,2,2,-1
2049,3,0,3,0,6,2,0,0,1,1,0,3,3,7,5,0,2,1,5,1,5,6,-1
5568,2,3,3,0,4,2,0,0,7,1,0,3,0,7,7,0,2,1,5,3,4,0,1
5626,3,3,3,0,4,2,0,0,3,1,0,0,3,7,7,0,2,1,5,3,4,0,1
7963,4,2,0,1,4,2,0,1,2,1,6,3,2,7,5,0,2,1,1,7,4,6,1
708,2,3,8,0,0,2,0,0,0,0,1,3,3,7,7,0,2,1,5,1,2,2,-1
3571,3,0,7,0,6,2,0,0,7,1,0,3,3,5,3,0,2,1,5,0,4,6,-1
7786,3,2,0,1,4,2,0,1,2,1,6,2,2,5,7,0,2,1,1,7,4,3,1
983,2,0,0,1,6,2,1,0,0,1,3,3,3,7,7,0,2,1,1,1,3,0,-1
1497,2,3,8,1,6,2,1,0,7,1,3,3,0,7,7,0,2,1,1,1,3,0,-1
4031,2,3,8,1,2,2,1,1,8,0,0,3,3,7,7,0,2,1,5,0,3,6,1
6512,3,2,0,1,3,2,0,1,2,1,6,2,2,5,7,0,2,1,1,7,4,1,1
7839,4,2,0,1,3,2,0,1,2,1,6,3,3,7,5,0,2,1,1,7,4,6,1
7477,4,3,7,1,8,2,0,1,2,1,6,3,3,7,5,0,2,1,1,7,4,6,1
3009,2,0,3,1,4,2,0,0,3,0,0,2,2,5,5,0,2,1,3,3,5,3,1
